group_name	dmel_cre_id	category	focal_species	focal_climate	focal_state	comparison_species	comparison_climate	comparison_consensus_state	d_repleta	d_buzzatii	d_mojavensis	d_arizonae
repleta_group	DMEL_CRE_00001	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00002	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00003	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00004	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00005	comparison_mixed	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	mixed	no_detected_CRE	turnover_candidate	uncertain	uncertain
repleta_group	DMEL_CRE_00006	comparison_mixed	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	mixed	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE
repleta_group	DMEL_CRE_00007	comparison_mixed	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	mixed	no_detected_CRE	uncertain	turnover_candidate	no_detected_CRE
repleta_group	DMEL_CRE_00008	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00009	comparison_mixed	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	mixed	uncertain	present	uncertain	uncertain
repleta_group	DMEL_CRE_00010	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00011	tier3	d_repleta	TEMP	turnover_candidate	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	turnover_candidate	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00012	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00013	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00014	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00015	comparison_mixed	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	mixed	uncertain	uncertain	no_detected_CRE	present
repleta_group	DMEL_CRE_00016	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00017	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00018	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00019	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00020	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00021	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00022	comparison_mixed	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	mixed	no_detected_CRE	present	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00023	all_same	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00024	tier3	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	no_detected_CRE	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00025	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00026	comparison_mixed	d_repleta	TEMP	turnover_candidate	d_buzzatii|d_mojavensis|d_arizonae	ARID	mixed	turnover_candidate	no_detected_CRE	no_detected_CRE	uncertain
repleta_group	DMEL_CRE_00027	comparison_mixed	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	mixed	no_detected_CRE	turnover_candidate	turnover_candidate	no_detected_CRE
repleta_group	DMEL_CRE_00028	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00029	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00030	comparison_mixed	d_repleta	TEMP	turnover_candidate	d_buzzatii|d_mojavensis|d_arizonae	ARID	mixed	turnover_candidate	no_detected_CRE	turnover_candidate	turnover_candidate
repleta_group	DMEL_CRE_00031	tier3	d_repleta	TEMP	turnover_candidate	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	turnover_candidate	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00032	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00033	comparison_mixed	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	mixed	no_detected_CRE	no_detected_CRE	uncertain	uncertain
repleta_group	DMEL_CRE_00034	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00035	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00036	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00037	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00038	all_same	d_repleta	TEMP	uncertain	d_buzzatii|d_mojavensis|d_arizonae	ARID	uncertain	uncertain	uncertain	uncertain	uncertain
repleta_group	DMEL_CRE_00039	all_same	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00040	comparison_mixed	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	mixed	no_detected_CRE	uncertain	no_detected_CRE	uncertain
repleta_group	DMEL_CRE_00041	all_same	d_repleta	TEMP	no_detected_CRE	d_buzzatii|d_mojavensis|d_arizonae	ARID	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
repleta_group	DMEL_CRE_00042	comparison_mixed	d_repleta	TEMP	turnover_candidate	d_buzzatii|d_mojavensis|d_arizonae	ARID	mixed	turnover_candidate	turnover_candidate	turnover_candidate	no_detected_CRE
