group_name	dmel_cre_id	category	focal_species	focal_climate	focal_state	comparison_species	comparison_climate	comparison_consensus_state	dsub	dbif	dobs
obscura_group	DMEL_CRE_00002	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00004	all_same	dsub	TEMP	present	dbif|dobs	BORE	present	present	present	present
obscura_group	DMEL_CRE_00005	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00010	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00011	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00012	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00015	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00017	all_same	dsub	TEMP	turnover_candidate	dbif|dobs	BORE	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
obscura_group	DMEL_CRE_00019	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00024	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00027	all_same	dsub	TEMP	turnover_candidate	dbif|dobs	BORE	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
obscura_group	DMEL_CRE_00028	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00033	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00034	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00035	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00036	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00037	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00040	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00041	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00043	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00047	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00049	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00050	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00051	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00053	all_same	dsub	TEMP	turnover_candidate	dbif|dobs	BORE	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
obscura_group	DMEL_CRE_00054	all_same	dsub	TEMP	turnover_candidate	dbif|dobs	BORE	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
obscura_group	DMEL_CRE_00055	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00057	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00058	all_same	dsub	TEMP	turnover_candidate	dbif|dobs	BORE	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
obscura_group	DMEL_CRE_00059	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00060	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00062	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00063	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00064	all_same	dsub	TEMP	turnover_candidate	dbif|dobs	BORE	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
obscura_group	DMEL_CRE_00066	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00071	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00073	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00074	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00075	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00076	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00077	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00083	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00084	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00088	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00089	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00090	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00092	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00094	all_same	dsub	TEMP	present	dbif|dobs	BORE	present	present	present	present
obscura_group	DMEL_CRE_00095	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00097	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00099	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00101	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00105	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00107	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00108	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00109	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00110	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00112	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00114	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00115	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00116	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00117	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00118	all_same	dsub	TEMP	turnover_candidate	dbif|dobs	BORE	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
obscura_group	DMEL_CRE_00123	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00124	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00126	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00128	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00129	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00130	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00131	all_same	dsub	TEMP	turnover_candidate	dbif|dobs	BORE	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
obscura_group	DMEL_CRE_00132	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00133	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00134	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00136	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00137	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00138	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00140	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00141	all_same	dsub	TEMP	turnover_candidate	dbif|dobs	BORE	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
obscura_group	DMEL_CRE_00146	all_same	dsub	TEMP	turnover_candidate	dbif|dobs	BORE	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
obscura_group	DMEL_CRE_00149	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00150	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00153	all_same	dsub	TEMP	turnover_candidate	dbif|dobs	BORE	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
obscura_group	DMEL_CRE_00157	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00159	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00160	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00161	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00162	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00164	all_same	dsub	TEMP	turnover_candidate	dbif|dobs	BORE	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
obscura_group	DMEL_CRE_00165	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00168	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00169	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00171	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00172	all_same	dsub	TEMP	turnover_candidate	dbif|dobs	BORE	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
obscura_group	DMEL_CRE_00174	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00177	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00179	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00180	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00181	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00182	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00183	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00185	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00188	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00190	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00191	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00192	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00193	all_same	dsub	TEMP	turnover_candidate	dbif|dobs	BORE	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
obscura_group	DMEL_CRE_00194	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00202	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00203	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00204	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00205	all_same	dsub	TEMP	present	dbif|dobs	BORE	present	present	present	present
obscura_group	DMEL_CRE_00213	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00215	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00216	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00220	all_same	dsub	TEMP	turnover_candidate	dbif|dobs	BORE	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
obscura_group	DMEL_CRE_00221	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00224	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00225	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00229	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00231	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00233	all_same	dsub	TEMP	present	dbif|dobs	BORE	present	present	present	present
obscura_group	DMEL_CRE_00234	all_same	dsub	TEMP	turnover_candidate	dbif|dobs	BORE	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
obscura_group	DMEL_CRE_00235	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00237	all_same	dsub	TEMP	present	dbif|dobs	BORE	present	present	present	present
obscura_group	DMEL_CRE_00238	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00239	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00240	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00241	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00242	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00244	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00245	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00247	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00249	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00251	all_same	dsub	TEMP	no_detected_CRE	dbif|dobs	BORE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
obscura_group	DMEL_CRE_00253	all_same	dsub	TEMP	uncertain	dbif|dobs	BORE	uncertain	uncertain	uncertain	uncertain
obscura_group	DMEL_CRE_00255	all_same	dsub	TEMP	present	dbif|dobs	BORE	present	present	present	present
