group_name	dmel_cre_id	category	focal_species	focal_climate	focal_state	comparison_species	comparison_climate	comparison_consensus_state	druf	dkik	dbun	dbir	d_serrata
rufa_group	DMEL_CRE_00092	comparison_mixed	druf	TEMP	uncertain	dkik|dbun|dbir|d_serrata	TROP	mixed	uncertain	uncertain	no_detected_CRE	uncertain	uncertain
rufa_group	DMEL_CRE_00093	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	turnover_candidate	no_detected_CRE	turnover_candidate	turnover_candidate
rufa_group	DMEL_CRE_00095	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00096	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate
rufa_group	DMEL_CRE_00097	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate
rufa_group	DMEL_CRE_00101	comparison_mixed	druf	TEMP	uncertain	dkik|dbun|dbir|d_serrata	TROP	mixed	uncertain	uncertain	uncertain	uncertain	no_detected_CRE
rufa_group	DMEL_CRE_00103	comparison_mixed	druf	TEMP	uncertain	dkik|dbun|dbir|d_serrata	TROP	mixed	uncertain	no_detected_CRE	turnover_candidate	uncertain	no_detected_CRE
rufa_group	DMEL_CRE_00104	comparison_mixed	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	mixed	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate
rufa_group	DMEL_CRE_00106	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	turnover_candidate	no_detected_CRE	present	no_detected_CRE
rufa_group	DMEL_CRE_00107	comparison_mixed	druf	TEMP	uncertain	dkik|dbun|dbir|d_serrata	TROP	mixed	uncertain	present	no_detected_CRE	turnover_candidate	no_detected_CRE
rufa_group	DMEL_CRE_00111	comparison_mixed	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	mixed	turnover_candidate	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00113	comparison_mixed	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	mixed	turnover_candidate	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE
rufa_group	DMEL_CRE_00114	comparison_mixed	druf	TEMP	present	dkik|dbun|dbir|d_serrata	TROP	mixed	present	present	present	present	no_detected_CRE
rufa_group	DMEL_CRE_00115	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00117	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00118	comparison_mixed	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	mixed	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00119	comparison_mixed	druf	TEMP	present	dkik|dbun|dbir|d_serrata	TROP	mixed	present	no_detected_CRE	no_detected_CRE	present	no_detected_CRE
rufa_group	DMEL_CRE_00120	comparison_mixed	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	mixed	turnover_candidate	turnover_candidate	present	present	turnover_candidate
rufa_group	DMEL_CRE_00121	comparison_mixed	druf	TEMP	present	dkik|dbun|dbir|d_serrata	TROP	mixed	present	turnover_candidate	present	turnover_candidate	present
rufa_group	DMEL_CRE_00123	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00125	comparison_mixed	druf	TEMP	uncertain	dkik|dbun|dbir|d_serrata	TROP	mixed	uncertain	no_detected_CRE	uncertain	uncertain	uncertain
rufa_group	DMEL_CRE_00126	comparison_mixed	druf	TEMP	present	dkik|dbun|dbir|d_serrata	TROP	mixed	present	turnover_candidate	turnover_candidate	turnover_candidate	no_detected_CRE
rufa_group	DMEL_CRE_00127	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	uncertain	uncertain	uncertain	no_detected_CRE
rufa_group	DMEL_CRE_00131	comparison_mixed	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	mixed	turnover_candidate	turnover_candidate	present	turnover_candidate	present
rufa_group	DMEL_CRE_00132	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	turnover_candidate	present	present	present
rufa_group	DMEL_CRE_00135	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00138	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	present	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00140	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	turnover_candidate	no_detected_CRE	turnover_candidate	no_detected_CRE
rufa_group	DMEL_CRE_00143	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00144	comparison_mixed	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	mixed	turnover_candidate	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE
rufa_group	DMEL_CRE_00145	comparison_mixed	druf	TEMP	present	dkik|dbun|dbir|d_serrata	TROP	mixed	present	no_detected_CRE	turnover_candidate	present	no_detected_CRE
rufa_group	DMEL_CRE_00157	comparison_mixed	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	mixed	turnover_candidate	no_detected_CRE	present	no_detected_CRE	present
rufa_group	DMEL_CRE_00158	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate
rufa_group	DMEL_CRE_00160	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	uncertain	uncertain	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00165	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	turnover_candidate	turnover_candidate	turnover_candidate	no_detected_CRE
rufa_group	DMEL_CRE_00167	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	turnover_candidate	no_detected_CRE	turnover_candidate	turnover_candidate
rufa_group	DMEL_CRE_00168	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate
rufa_group	DMEL_CRE_00169	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	turnover_candidate
rufa_group	DMEL_CRE_00173	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	uncertain	no_detected_CRE	uncertain	uncertain
rufa_group	DMEL_CRE_00176	comparison_mixed	druf	TEMP	present	dkik|dbun|dbir|d_serrata	TROP	mixed	present	no_detected_CRE	present	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00177	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain
rufa_group	DMEL_CRE_00178	comparison_mixed	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	mixed	turnover_candidate	turnover_candidate	present	turnover_candidate	turnover_candidate
rufa_group	DMEL_CRE_00181	comparison_mixed	druf	TEMP	uncertain	dkik|dbun|dbir|d_serrata	TROP	mixed	uncertain	no_detected_CRE	uncertain	uncertain	uncertain
rufa_group	DMEL_CRE_00182	comparison_mixed	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	mixed	turnover_candidate	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00183	comparison_mixed	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	mixed	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00184	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	no_detected_CRE	present	no_detected_CRE
rufa_group	DMEL_CRE_00188	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	uncertain	uncertain	no_detected_CRE	uncertain
rufa_group	DMEL_CRE_00193	comparison_mixed	druf	TEMP	present	dkik|dbun|dbir|d_serrata	TROP	mixed	present	present	turnover_candidate	no_detected_CRE	turnover_candidate
rufa_group	DMEL_CRE_00195	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	no_detected_CRE	present	no_detected_CRE
rufa_group	DMEL_CRE_00196	comparison_mixed	druf	TEMP	present	dkik|dbun|dbir|d_serrata	TROP	mixed	present	no_detected_CRE	turnover_candidate	no_detected_CRE	present
rufa_group	DMEL_CRE_00197	comparison_mixed	druf	TEMP	present	dkik|dbun|dbir|d_serrata	TROP	mixed	present	present	no_detected_CRE	turnover_candidate	turnover_candidate
rufa_group	DMEL_CRE_00201	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	no_detected_CRE	present	turnover_candidate
rufa_group	DMEL_CRE_00202	comparison_mixed	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	mixed	turnover_candidate	present	no_detected_CRE	present	no_detected_CRE
rufa_group	DMEL_CRE_00206	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate
rufa_group	DMEL_CRE_00209	comparison_mixed	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	mixed	turnover_candidate	no_detected_CRE	turnover_candidate	turnover_candidate	turnover_candidate
rufa_group	DMEL_CRE_00212	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	turnover_candidate	turnover_candidate	no_detected_CRE
rufa_group	DMEL_CRE_00217	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	present
rufa_group	DMEL_CRE_00218	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00219	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	present
rufa_group	DMEL_CRE_00220	comparison_mixed	druf	TEMP	present	dkik|dbun|dbir|d_serrata	TROP	mixed	present	no_detected_CRE	turnover_candidate	no_detected_CRE	turnover_candidate
rufa_group	DMEL_CRE_00221	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	turnover_candidate	turnover_candidate	no_detected_CRE
rufa_group	DMEL_CRE_00223	comparison_mixed	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	mixed	turnover_candidate	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE
rufa_group	DMEL_CRE_00225	comparison_mixed	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	mixed	turnover_candidate	no_detected_CRE	no_detected_CRE	present	no_detected_CRE
rufa_group	DMEL_CRE_00226	comparison_mixed	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	mixed	turnover_candidate	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00227	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	turnover_candidate
rufa_group	DMEL_CRE_00228	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	present	no_detected_CRE	present
rufa_group	DMEL_CRE_00233	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	present	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00234	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00235	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	present
rufa_group	DMEL_CRE_00236	comparison_mixed	druf	TEMP	present	dkik|dbun|dbir|d_serrata	TROP	mixed	present	no_detected_CRE	present	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00237	comparison_mixed	druf	TEMP	present	dkik|dbun|dbir|d_serrata	TROP	mixed	present	present	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00238	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate
rufa_group	DMEL_CRE_00241	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	no_detected_CRE	present	no_detected_CRE
rufa_group	DMEL_CRE_00242	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE
rufa_group	DMEL_CRE_00243	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	turnover_candidate
rufa_group	DMEL_CRE_00246	comparison_mixed	druf	TEMP	uncertain	dkik|dbun|dbir|d_serrata	TROP	mixed	uncertain	no_detected_CRE	uncertain	uncertain	uncertain
rufa_group	DMEL_CRE_00251	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	turnover_candidate
rufa_group	DMEL_CRE_00252	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE
rufa_group	DMEL_CRE_00254	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain
rufa_group	DMEL_CRE_00255	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	present
rufa_group	DMEL_CRE_00256	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate
rufa_group	DMEL_CRE_00258	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	turnover_candidate
rufa_group	DMEL_CRE_00263	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	turnover_candidate
rufa_group	DMEL_CRE_00264	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	turnover_candidate
rufa_group	DMEL_CRE_00269	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	present
rufa_group	DMEL_CRE_00271	comparison_mixed	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	mixed	turnover_candidate	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE
rufa_group	DMEL_CRE_00272	comparison_mixed	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	mixed	turnover_candidate	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00274	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00291	comparison_mixed	druf	TEMP	present	dkik|dbun|dbir|d_serrata	TROP	mixed	present	no_detected_CRE	present	present	present
rufa_group	DMEL_CRE_00295	comparison_mixed	druf	TEMP	present	dkik|dbun|dbir|d_serrata	TROP	mixed	present	present	no_detected_CRE	present	present
rufa_group	DMEL_CRE_00297	comparison_mixed	druf	TEMP	present	dkik|dbun|dbir|d_serrata	TROP	mixed	present	present	present	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00298	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	no_detected_CRE	present	no_detected_CRE
rufa_group	DMEL_CRE_00300	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate
rufa_group	DMEL_CRE_00303	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	turnover_candidate
rufa_group	DMEL_CRE_00304	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	turnover_candidate	turnover_candidate	no_detected_CRE	turnover_candidate
rufa_group	DMEL_CRE_00307	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	uncertain
rufa_group	DMEL_CRE_00309	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	turnover_candidate	turnover_candidate	no_detected_CRE
rufa_group	DMEL_CRE_00311	comparison_mixed	druf	TEMP	present	dkik|dbun|dbir|d_serrata	TROP	mixed	present	present	turnover_candidate	turnover_candidate	turnover_candidate
rufa_group	DMEL_CRE_00315	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00316	comparison_mixed	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	mixed	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate
