dmel_cre_id	dazt	d_affinis	dmir	dper	pattern_class	tier	discordant_species	discordant_state	consensus_state	n_consensus_species	group_name	group_species	n_group_species
DMEL_CRE_00136	uncertain	uncertain	uncertain	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00137	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00138	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00139	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00140	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00141	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00143	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00144	no_detected_CRE	no_detected_CRE	turnover_candidate	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00145	no_detected_CRE	no_detected_CRE	present	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00146	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00147	no_detected_CRE	no_detected_CRE	present	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00148	no_detected_CRE	no_detected_CRE	turnover_candidate	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00149	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00152	turnover_candidate	present	present	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00153	present	turnover_candidate	no_detected_CRE	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00155	present	present	present	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00156	uncertain	uncertain	uncertain	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00157	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00158	no_detected_CRE	no_detected_CRE	turnover_candidate	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00160	uncertain	uncertain	uncertain	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00162	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00163	uncertain	uncertain	uncertain	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00164	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00165	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
